"","gamma_prim","gamma_temp","gamma_home","delta_temp","delta_home","delta_temp_agk_18_29_woman","delta_home_agk_18_29_woman","delta_temp_agk_18_29","delta_home_agk_18_29","delta_temp_agk_30_44_woman_kids","delta_home_agk_30_44_woman_kids","delta_temp_agk_30_44_woman_nokids","delta_home_agk_30_44_woman_nokids","delta_temp_agk_30_44_kids","delta_home_agk_30_44_kids","delta_temp_agk_45_64_woman","delta_home_agk_45_64_woman","delta_temp_agk_45_64","delta_home_agk_45_64","delta_temp_agk_65plus_woman","delta_home_agk_65plus_woman","delta_temp_agk_65plus","delta_home_agk_65plus","delta_temp_income_50minus","delta_home_income_50minus","delta_temp_income_100_149","delta_home_income_100_149","delta_temp_income_150plus","delta_home_income_150plus","delta_temp_education_highschool","delta_home_education_highschool","delta_temp_education_graduate","delta_home_education_graduate","delta_temp_impneighbor_20_39","delta_home_impneighbor_20_39","delta_temp_impneighbor_40_59","delta_home_impneighbor_40_59","delta_temp_impneighbor_60plus","delta_home_impneighbor_60plus","delta_temp_impneighbor_20minus_suburban","delta_home_impneighbor_20minus_suburban","delta_temp_impneighbor_20_39_suburban","delta_home_impneighbor_20_39_suburban","delta_temp_impneighbor_40_59_suburban","delta_home_impneighbor_40_59_suburban","delta_temp_impneighbor_60plus_suburban","delta_home_impneighbor_60plus_suburban","delta_temp_impneighbor_20minus_town","delta_home_impneighbor_20minus_town","delta_temp_impneighbor_20_39_town","delta_home_impneighbor_20_39_town","delta_temp_impneighbor_40_59_town","delta_home_impneighbor_40_59_town","delta_temp_impneighbor_60plus_town","delta_home_impneighbor_60plus_town","delta_temp_jobtype12_professional","delta_home_jobtype12_professional","delta_temp_jobtype12_administrative","delta_home_jobtype12_administrative","delta_temp_homeownership_nonown","delta_home_homeownership_nonown","delta_temp_factor_score_1","delta_home_factor_score_1","delta_temp_factor_score_2","delta_home_factor_score_2","delta_temp_factor_score_3","delta_home_factor_score_3"
"delta_home_impneighbor_20_39_town",0.104547366916776,0.0109285947511819,-0.429179777184015,1.97161012621599,-8.09449773244851,0.0629964696039352,-0.519737892394282,0.0629964594769234,-0.519737891047183,0.290273559785583,-1.40781008477834,0.175538212053788,-0.721483921668145,0.466009237321156,-2.00632960907103,0.729519703546477,-2.96589683467909,0.946416456020448,-3.60129644570273,-3.91070480710386e-18,-0.223806237780587,-1.98544084955877e-15,-0.223806238093926,0.1362282615702,-0.922381304092622,1.00681643262858,-3.64013371339645,0.430333062745197,-1.9955709057842,0.599105101865459,-1.99149128808043,0.726024660221958,-3.85513521431867,1.97161012545813,-8.09449775815122,2.5689201193949e-08,-1.36092673310316e-08,-5.34788568974027e-15,-7.95244357348947e-15,-5.47578555642359e-14,-2.80239385994406e-15,-1.47359007467428e-15,-1.56365710117558e-15,-1.12326009222382e-08,-4.30354224126877e-08,-3.572953148837e-11,2.16200576274172e-13,-5.14936820418399e-12,-3.6110364894106e-16,1.97161013122363,-8.09449776447392,5.15385403411424e-10,-1.10495414177075e-08,8.19097635107178e-14,1.09769123463084e-09,0.914536161989409,-3.7716290476333,0.795023308917401,-3.42811622090163,0.670380758193874,-2.76292954191497,0.0645359912722452,-0.535585491144267,0.504715163571051,-0.603499333295588,-0.0828010494691181,1.02583373892949
"delta_temp_impneighbor_40_59_town",0.00893896335660574,-0.000654601610677478,0.0214076513031578,-0.926963444033202,0.391360813977729,4.01490264939957e-09,3.69386509713062e-10,1.66411793485742e-08,4.17207093451183e-09,-0.125531546219139,0.0431983035837333,7.51656533522335e-09,1.22127823675207e-09,-0.125531170543718,0.0431982838139453,-0.466677448558223,0.189948484337396,-0.631951928051242,0.262620142680974,2.74317669998489e-19,3.65058676024472e-09,2.56859683151867e-08,2.28844948355678e-14,-0.0102845833463148,0.0034515573485527,-0.389828078744945,0.155069628847013,-0.460285985278896,0.201412318355292,-0.181526731826216,0.0531227431784079,-0.513597418494372,0.23413913350428,5.89152829422208e-09,1.44726405121262e-08,-0.926963165384273,0.391360789456839,-2.18812206283213e-15,5.05983303785738e-09,-9.26596655214318e-16,1.46706692038062e-08,9.29001386218104e-09,2.39412735156384e-08,5.71093555067432e-09,4.53564716138778e-16,2.83256523288935e-08,2.92950283661578e-08,2.04579806280003e-09,2.30607469280781e-16,1.01479583747212e-08,5.15385403411424e-10,-0.926963451107874,0.391360788333233,1.0978206373854e-08,7.35248339718846e-09,-0.487375917506679,0.231353277478636,-0.347569258396336,0.128543958865916,-0.149398207264262,0.0563497270077553,0.192309716054417,-0.0851092387355444,0.176343443762378,-0.0621298934063842,0.291503455270786,-0.121590196117435
"delta_home_impneighbor_40_59_town",0.0526347031137999,0.000219686716088059,-0.180023956865299,0.391360781742073,-3.46867429188302,-6.94177789292128e-09,-7.15662482456522e-09,-1.2498034417367e-16,-7.22272500513401e-09,0.0431982236760425,-0.435893197402115,-1.29794528511949e-08,-2.3629634979184e-08,0.0431979887314334,-0.435893190769293,0.189948442171604,-1.56406154408143,0.262620111359791,-2.29154888925392,-6.05853984724292e-19,-7.51008139184605e-12,-4.80538393252326e-08,-1.14132728931063e-08,0.00345154192687531,-0.221814759991545,0.155069632583076,-1.09605660968241,0.201412311224082,-1.90461272573189,0.0531226944632074,-0.609130015505112,0.23413890944791,-1.88586676434138,-4.69395574679469e-15,1.60342102363099e-11,0.391360630291359,-3.46867426730132,-4.88505866302061e-09,-7.84615367032029e-15,-1.18713264717831e-08,-2.19218571725843e-15,-6.69134056024287e-10,3.34670653395192e-09,-9.87418448928507e-09,-7.56618549969513e-08,-9.46843433402246e-14,-5.07157187007044e-08,-2.90531787015211e-10,-1.35773829125657e-09,7.08860239783853e-10,-1.10495414177075e-08,0.391360788333233,-3.46867424328338,-1.90055321488009e-08,-1.08127281261941e-08,0.231353262687043,-2.13974189492982,0.128543926311097,-1.11623175645933,0.0563497202856703,-0.454089091462422,-0.0851094525960458,0.519859543657553,-0.0621299063890421,0.591964505887307,-0.121590525726762,1.15393756590195
"delta_temp_impneighbor_60plus_town",0.00264905072495555,-0.0431213087290968,0.348121724779062,-4.95269252022304,3.76952020224734,-0.175617379400079,0.159607496873566,-0.175617360535248,0.159607498937969,-1.30611098253404,1.01050706454456,-0.523905197388479,0.352391097990217,-1.30611110158176,1.01050705286556,-1.1907411417472,0.963322715101522,-2.42260418086379,1.92308260284,-6.83467080416408e-19,-9.37407226960546e-10,-0.0937331215228293,0.0852244629417378,-0.693148568858786,0.499781570777728,-0.830659227968744,0.570717004601326,-1.28074410376228,1.00371388755824,-1.52183973794886,1.1492297427614,-1.67626207035699,1.22311490997271,6.03758187594239e-14,8.79124916235506e-14,-2.10798646128412e-15,-2.34082449149948e-08,-4.95269252530832,3.7695202743751,-2.32281221196789e-08,-2.10099169427092e-15,-1.28901034751712e-09,-1.03638072648139e-10,-1.93204726218759e-08,-7.40224599542035e-08,4.79444154027858e-08,-1.26653530989109e-10,-5.68420841192242e-10,4.85153974283521e-16,-2.19508897435369e-11,8.19097635107178e-14,1.0978206373854e-08,-1.90055321488009e-08,-4.9526925074895,3.76952027223522,-2.61850716724834,2.08106893562716,-1.36707587416387,0.902580245448042,-1.24910136813908,0.90839138704555,4.05821428373359,-3.34069062286786,-3.96046316482991,3.4792656561045,1.89260943708383,-1.69697464878781
"delta_home_impneighbor_60plus_town",0.0187943265031827,0.0369806229498454,-0.805443182591979,3.76952027164417,-8.58408570094187,0.159607501867841,-0.378095608200481,0.159607508210183,-0.37809560584197,1.01050707391952,-1.63773621115144,0.35239114536388,-0.864376333669278,1.01050709505116,-1.63773625909364,0.963322675734035,-2.16524730813695,1.92308259811727,-4.53424892626664,7.45782931129095e-18,-0.335828024004948,0.0852244747080364,-0.487210568415991,0.499781579804801,-1.07326265935416,0.570717014297938,-1.86274752525939,1.00371387871819,-2.49449031101047,1.1492299325117,-2.12136893644116,1.22311478423511,-3.10999288939476,9.36378834435944e-10,1.24452495947047e-09,3.6118230937194e-07,-1.45060732578611e-08,3.76952026530774,-8.58408566981601,-1.32135559285915e-08,3.32795912884047e-08,9.72566396325556e-09,8.1809914462921e-09,-1.09906491777553e-08,-4.21084334753466e-08,3.21481192415968e-08,4.95930309323767e-09,-5.47327510618195e-12,1.74343330991049e-15,1.23769777286436e-08,1.09769123463084e-09,7.35248339718846e-09,-1.08127281261941e-08,3.76952027223522,-8.58408567192795,2.08106893852795,-4.54849797918019,0.902580213179486,-2.51398220966237,0.908391394353408,-1.98585577644094,-3.34069073637317,7.46150373722241,3.47926565411916,-6.73520696985993,-1.69697459824727,3.05475595384388
"delta_temp_jobtype12_professional",0.524294519589541,-0.684767255365335,3.58418987591242,-91.3283062692342,49.4987750411574,-3.90562138511503,1.78667230160791,-6.8615383022406,3.35746359384066,-11.618683626175,6.18663226954074,-8.83207448407292,4.55546741588853,-21.1872380239941,10.9196754342017,-15.4987970358566,9.10505876304627,-40.7804505233358,23.2323936054617,9.52394326857445e-17,6.72649243783812e-09,-2.36731286078457,1.33850076039929,-4.37209779280907,2.18537462407692,-25.0192057016402,14.6510140594383,-34.6462588136631,19.0557329764525,-14.8016569553581,7.8849714239462,-38.4077388550019,20.3169539866779,-29.1157018619758,12.9149099860532,-15.8833389446494,7.65931831219684,-25.6551684283597,17.7471198150255,-11.0561564584925,6.08211107315702,-10.2774905321602,4.93822556820889,-8.66813437406696,3.97516316824547,-12.7081191739849,8.78179644157903,-4.95725967068442,2.92150897651891,-2.22242809712409,0.914536161989409,-0.487375917506679,0.231353262687043,-2.61850716724834,2.08106893852795,-91.3283062874948,49.4987750788147,1.00441616463986e-08,5.547104621689e-08,-31.427165646853,17.035040295908,-8.69508563573085,-4.71386667189565,-11.4325874349421,14.675985989359,7.15984919647793,-7.49690699376531
"delta_home_jobtype12_professional",1.55485350075337,0.365033202092866,-12.4362362790937,49.4987750595007,-175.187962327226,1.78667228963638,-8.81143983748497,3.35746361557541,-12.9881257324651,6.18663220005589,-20.9731879209236,4.5554674251791,-18.4113602697212,10.9196757269393,-37.5104976362695,9.10505871458566,-32.2238962712663,23.2323935555371,-76.4936386595496,-7.74771900247696e-17,-4.35646295133809,1.33850075058227,-9.1416439223347,2.18537465712264,-7.63437169304246,14.6510140719722,-46.2797447477482,19.0557329623292,-77.7805322330569,7.88497129176663,-22.2970127241177,20.3169539701024,-74.0927719003205,12.9149099779969,-53.456502101668,7.65931864860431,-31.8151565045566,17.7471198120036,-48.8808226807733,6.0821110487869,-23.8358089266356,4.9382255567352,-24.7524643845794,3.97516318582221,-15.3832244820645,8.78179640769941,-26.2971430562423,2.92150897808954,-6.47035008761313,0.914536166149434,-3.7716290476333,0.231353277478636,-2.13974189492982,2.08106893562716,-4.54849797918019,49.4987750788147,-175.187962366784,9.31900085128192e-12,2.01939465866487e-08,17.0350402874106,-56.0801980591906,-4.71386660163701,1.3476424325438,14.6759859870816,-21.8438135094298,-7.49690727504986,22.643844510627
"delta_temp_jobtype12_administrative",0.256130381669973,-0.311686636484963,1.28469280388925,-39.6883676765816,19.8122209794201,-3.0977120959871,1.48256221524683,-3.70177421407605,1.70219897892861,-3.72541050093643,1.56689006544055,-4.14238905710304,2.35227014159332,-7.24087465890939,3.05526407564926,-10.4619743602332,5.82256068714042,-20.0979378595271,10.7256543709508,-1.80872332170877e-17,3.94294373497173e-10,-1.53034575376106,0.75396161809066,-4.9053509346063,2.69947533736728,-13.1649928261844,6.99258576534173,-6.82505196575838,3.27001432074931,-13.8890841886028,6.94550466315859,-10.5449019613015,4.83604304494308,-16.1218996369562,6.84078899950592,-3.73371396640275,1.64237387400073,-8.81773156948285,5.69633460522768,-6.42029615646919,3.46390890729642,-5.45634375965586,2.18986744769791,-1.96696782532165,0.857507856071294,-3.73035720689469,2.46605432763807,-1.47122316085877,0.690247773235974,-2.05901834753392,0.795023308917401,-0.347569258396336,0.128543926311097,-1.36707587416387,0.902580213179486,1.00441616463986e-08,9.31900085128192e-12,-39.6883676737513,19.8122209967333,-19.6011352514202,9.90577796620972,-0.707826875266116,-2.40638610847827,-2.96486963968551,4.9407687553515,-3.79519371713681,0.631402118136081
"delta_home_jobtype12_administrative",0.736525286550609,0.155190063597573,-4.99315904130995,19.8122209940591,-76.5073943018478,1.48256221599193,-6.63499619422651,1.70219908553564,-7.45384311159384,1.56689011132765,-6.46295358593906,2.35227017562586,-9.46112336287058,3.05526598387468,-11.3200732993651,5.82256064843381,-19.1345371933718,10.7256544042035,-35.2547826675643,-9.96988717155483e-18,-4.28087304161684,0.753961653356902,-7.35912859775117,2.69947560049932,-8.98039310648613,6.99258580426848,-24.3304022330429,3.27001433604931,-17.2254495398397,6.9455047062037,-22.9467946294973,4.83604334668967,-20.2902962957495,6.84078902019546,-29.235307699885,1.6423743330693,-6.70915115960044,5.69633460446336,-18.6270839600581,3.46390891602734,-13.3240364590887,2.18986743220412,-11.2404368298525,0.857507869599288,-2.60609258055325,2.46605440553647,-8.38033968342668,0.69024777943345,-1.29469319865044,0.795023335978178,-3.42811622090163,0.128543958865916,-1.11623175645933,0.902580245448042,-2.51398220966237,5.547104621689e-08,2.01939465866487e-08,19.8122209967333,-76.5073944433803,9.90577801070997,-33.1338964591762,-2.40638607107644,6.77901481712884,4.94076877912373,-8.69508549891944,0.631402189043923,0.999847898137677
"delta_temp_homeownership_nonown",0.343814098552583,-0.511710845193518,1.95236205640967,-56.2640821997825,29.0576381608833,-5.88599075674681,2.75603581171727,-8.11816854006329,3.60986584118,-5.67930623067622,2.9860436776752,-8.76915893852932,4.46766523921633,-9.25789266606152,4.89447732993515,-9.55386840760318,5.86956978425827,-19.2346892430294,10.6772374007288,-3.99290318485637e-17,-6.03707572370624e-15,-2.27523461112566,1.13989196446326,-8.10984098002085,3.84083283262652,-13.1352848760799,7.5941541728311,-9.85468781709744,5.55946786116989,-16.4139571651268,7.80520899583902,-17.2461559706009,8.63699052623015,-19.678831846274,8.93329913011349,-11.0952758119466,5.29919958886384,-12.5353981599124,8.28775342624067,-5.56142944829871,3.07058453149362,-5.05978320526636,2.45705396280715,-4.69834786027881,2.30330823419482,-3.53132920434896,2.39381472746255,-3.22987658512274,1.61725488939866,-1.78021230788172,0.670380758193874,-0.149398207264262,0.0563497202856703,-1.24910136813908,0.908391394353408,-31.427165646853,17.0350402874106,-19.6011352514202,9.90577801070997,-56.2640822174627,29.0576381447503,-9.23250041970206,-0.466755074897061,0.789374538576871,5.35392594525326,-3.83058742060499,-0.0326827045306901
"delta_home_homeownership_nonown",0.839983669971919,0.247676114027949,-6.31185792759008,29.0576381407169,-95.5048313296057,2.75603580696405,-11.9556263025522,3.60986585456023,-14.2557846206584,2.98604361221961,-8.36787063731345,4.46766526270996,-17.3313060422892,4.89447767240396,-13.995500424494,5.86956970430484,-17.0688132364497,10.6772373832579,-30.6015128174914,7.00900014679882e-18,-1.58892913837669,1.13989195055638,-4.93779113173931,3.84083284438379,-13.2839592924165,7.5941541767418,-19.9595030518702,5.55946786310962,-22.2042033830505,7.80520894869731,-23.7619755354537,8.63699042877315,-29.111180521699,8.93329909838938,-31.5749493235016,5.29920001229342,-20.8553697205973,8.28775341538031,-20.7686061747844,3.07058450790386,-11.0300039118754,2.45705389306785,-10.006570976966,2.30330826141853,-7.74383470088163,2.39381474204219,-6.13274090902879,1.61725488145369,-3.68731381798051,0.670380770341546,-2.76292954191497,0.0563497270077553,-0.454089091462422,0.90839138704555,-1.98585577644094,17.035040295908,-56.0801980591906,9.90577796620972,-33.1338964591762,29.0576381447503,-95.5048313180924,-0.466755473903013,-3.96400314807451,5.35392595423348,-4.25145463863051,-0.0326826378332506,-0.337375084409366
"delta_temp_factor_score_1",0.559642276698712,-0.282863669368525,-1.73696190332237,-16.662725876637,-5.99076539370674,-4.55875871894353,1.64633591949838,-6.31839929817988,2.33620587910956,-2.07130839166483,-1.39250768760823,-1.02378658554974,-1.28906292785332,-8.15065684745447,0.163632139539873,4.49144971428242,-5.43213721267644,4.8627954493937,-9.07645886859511,-2.55607665691627e-18,-4.25656913203526e-14,-1.06675441045689,0.332747152952243,-3.21214884614896,0.724375993483443,-3.68083352129956,-2.34642037632179,-2.48911867011189,-2.7818950421752,-4.11970153513721,-1.67532129513001,-5.79700957867969,-1.56789775435255,-19.8832647589324,4.12793933942041,-4.0157362446261,0.624456869962993,10.8502427587473,-9.93010210445302,0.661008405641897,-1.29348115441648,-2.96756951556007,-0.734071725515757,-3.51373915589487,1.13981911904144,4.92487718501689,-4.43004283598739,-2.91263655640329,0.352413147807195,-1.04695437092472,0.0645359912722452,0.192309716054417,-0.0851094525960458,4.05821428373359,-3.34069073637317,-8.69508563573085,-4.71386660163701,-0.707826875266116,-2.40638607107644,-9.23250041970206,-0.466755473903013,-144.13085408514,71.0087611569221,73.4724883043899,-36.7735576175144,-37.9637560181072,20.0936098224374
"delta_home_factor_score_1",0.690363847098542,0.00637320228907776,4.63362229711736,-5.99076523748841,3.33578272714856,1.64633605920224,-8.42329529989644,2.3362058986434,-10.3878520797533,-1.39250760532493,2.6553988064172,-1.28906219235153,2.16302372953308,0.163633008397947,-4.13821619729998,-5.4321375036509,12.9712370550571,-9.07645873816029,20.698182974909,-2.12955787829742e-16,2.63094134521442,0.332747266864039,1.01253529230772,0.724376389467489,-2.77020569483703,-2.34642040150424,3.11077547432815,-2.78189497395724,3.35330966931358,-1.67532012585583,1.85093369145841,-1.56789750631233,0.336869682609417,4.12793950534195,-17.7983099793815,0.624457171951314,-1.10345715826507,-9.9301020512395,22.6186158483609,-1.29348103130374,4.1748605613979,-0.734071686428513,-1.51136391849172,1.13982064451682,-3.76784821890011,-4.43004255544495,10.0854717707474,0.352413397201118,-0.913947484444674,0.0645363033686351,-0.535585491144267,-0.0851092387355444,0.519859543657553,-3.34069062286786,7.46150373722241,-4.71386667189565,1.3476424325438,-2.40638610847827,6.77901481712884,-0.466755074897061,-3.96400314807451,71.0087611569221,-241.918212717639,-36.7735576225745,123.476971889335,20.0936091094067,-65.1460976785493
"delta_temp_factor_score_2",-0.348467404626023,-0.153226959213867,2.52784401900593,-12.2018579233594,20.8465508286139,0.932336828732893,-0.0890126315153076,2.39019815960839,-0.313859834154626,-6.60209551633371,5.629316142315,-1.92047058766827,2.89420221153925,-9.50237709159255,7.65134086753294,-4.35882149709762,6.1122154140344,-6.32820924834891,10.4365877074593,8.82891213153429e-17,-4.41149068150154e-10,2.20498720006334,-1.00114931207334,2.33341437667524,0.107105378189962,-4.68548791342182,7.22058336496315,-7.69902541515573,7.06002808895467,5.84559642345176,1.40942468424015,-7.66902505777178,8.39809999586916,0.839932491938127,3.85282090005055,-2.54438168608837,2.3162013832928,-15.6898591047094,13.9468976202237,-0.727651758204213,1.67840649696833,-2.59374795148943,2.83467654681954,-1.16104943832388,1.12649771753958,-8.28996220105156,6.763820335521,4.12987514403054,-1.01691951928468,-0.232246265348609,0.504715163571051,0.176343443762378,-0.0621299063890421,-3.96046316482991,3.47926565411916,-11.4325874349421,14.6759859870816,-2.96486963968551,4.94076877912373,0.789374538576871,5.35392595423348,73.4724883043899,-36.7735576225745,-122.959766821109,61.7561238382866,48.8055219905069,-25.2773147377663
"delta_home_factor_score_2",-0.513195426826455,0.215195294368885,-6.10585372892341,20.8465507943193,-30.6788354592424,-0.0890126264253689,3.88299133850333,-0.31385983188581,5.70135528530332,5.62931617345593,-13.0017794760226,2.89420222913085,-6.93803129021214,7.6513411298615,-17.7535840630283,6.11221537921773,-8.69277133680126,10.4365877147234,-16.577668638064,5.16311128968194e-16,0.0496481425324412,-1.00114928332991,4.6949052368486,0.107105428019023,3.25527889975792,7.22058337378311,-6.38468052483153,7.06002809575487,-16.0270944828282,1.40942463243767,4.73856752707141,8.39810004363272,-15.9694482151612,3.85282089471081,-2.78769348958038,2.31620149515211,-6.8708562440172,13.9468976177735,-26.6237091891977,1.67840648239819,-2.11591163530402,2.83467655074416,-5.13829120669076,1.12649772298664,-2.10277200444358,6.76382036435173,-14.3712610989544,-1.01691953379711,2.67178410763072,0.504715173131503,-0.603499333295588,-0.0621298934063842,0.591964505887307,3.4792656561045,-6.73520696985993,14.675985989359,-21.8438135094298,4.9407687553515,-8.69508549891944,5.35392594525326,-4.25145463863051,-36.7735576175144,123.476971889335,61.7561238382866,-217.314334704617,-25.2773148494443,81.166487006818
"delta_temp_factor_score_3",0.139587324556462,-0.144331817620127,-1.12782579040127,2.16621047608044,-7.16570046059406,-2.25512158876011,1.06893849171604,-4.99002534827609,2.10102356188819,-1.52909137436584,-0.718177577235471,2.55727605591337,-1.7468625887751,-1.11303405625589,-1.50652270453883,1.55424571710001,-2.64630858154615,6.78996325388039,-6.25167036117157,8.35633253244128e-19,-3.14904623051144e-13,-0.865213137575062,0.302287019734702,-5.60491303041049,2.80559456551715,0.838947164943141,-2.50797736595481,13.4011972520752,-8.12890219964603,-11.5173526719775,3.75512453099859,7.96906345393057,-5.18239683991636,-3.34210182926602,-0.239782616776272,2.21411300731619,-1.50190556959654,5.08075545996474,-4.81294318031845,1.10905416168432,-0.863816975015692,2.87089190454403,-1.82423950720454,0.935846964877505,-0.67576138263435,4.21755821409798,-3.18241736993407,-1.4332964673986,0.0780565920814524,-0.172378561888082,-0.0828010494691181,0.291503455270786,-0.121590525726762,1.89260943708383,-1.69697459824727,7.15984919647793,-7.49690727504986,-3.79519371713681,0.631402189043923,-3.83058742060499,-0.0326826378332506,-37.9637560181072,20.0936091094067,48.8055219905069,-25.2773148494443,-139.758140411661,69.3859484953242
"delta_home_factor_score_3",-0.027194921193448,-0.00798062745618192,3.42830915843967,-7.16570033194948,23.2249195073019,1.06893859794052,-4.63084630304191,2.10102429202283,-8.58262395084463,-0.718176674353875,0.123641367186216,-1.74686231307407,5.66732620061834,-1.50651243363775,3.13213541499876,-2.64630848793777,8.14787852569587,-6.25167026092968,20.8816467224098,1.11771357586224e-17,2.82476983386712,0.302287436908872,1.91543720570403,2.80559671903368,-7.83516300091186,-2.50797701866348,3.86218475155243,-8.12890199446309,31.0227699278847,3.75512356492816,-13.2351654981354,-5.18239700071335,21.7335845120463,-0.239782635572102,5.0205205427967,-1.50189978409888,6.64827297694215,-4.81294324199386,9.30883853510542,-0.863817211736531,3.89135245106081,-1.82423957966778,7.51589367817982,-0.675761138649737,1.87823691391688,-3.18241679715231,7.08388040603799,0.0780565179016653,-0.320198576603996,-0.0828008414208611,1.02583373892949,-0.121590196117435,1.15393756590195,-1.69697464878781,3.05475595384388,-7.49690699376531,22.643844510627,0.631402118136081,0.999847898137677,-0.0326827045306901,-0.337375084409366,20.0936098224374,-65.1460976785493,-25.2773147377663,81.166487006818,69.3859484953242,-255.105714919678
